Date,State,District,Maximum Temp(Celsius),Maximum Temp Departure from Normal(Celsius),Minimum Temp(Celsius),Minimum Temp Departure from Normal(Celsius),24 Hours Rainfall (mm),Relative Humidity at 0830 hrs (%),Relative Humidity at 1730 hrs (%),Todays Sunset (IST),Tommorows Sunrise (IST),Moonset (IST),Moonrise (IST)
2018-07-02,Tamil Nadu,Dindigul,18.6,0.0,11.6,0.0,7.4,71.0,96.0,0 days 18:45:00.000000000,0 days 06:03:00.000000000,0 days 09:12:00.000000000,0 days 21:57:00.000000000
2018-07-02,Tamil Nadu,Erode,21.2,-1.0,15.0,0.0,0.3,81.0,89.0,0 days 18:51:00.000000000,0 days 06:03:00.000000000,0 days 08:24:00.000000000,0 days 21:19:00.000000000
2018-07-02,Tamil Nadu,Kancheepuram,35.1,-1.0,26.6,0.0,,72.0,68.0,0 days 18:39:00.000000000,0 days 05:47:00.000000000,0 days 08:15:00.000000000,0 days 21:49:00.000000000
2018-07-02,Tamil Nadu,Kanniyakumari,30.2,0.0,24.2,0.0,,85.0,92.0,0 days 18:41:00.000000000,0 days 06:06:00.000000000,0 days 09:14:00.000000000,0 days 21:55:00.000000000
2018-07-02,Tamil Nadu,Karur,37.6,1.0,25.0,-2.0,,77.0,53.0,0 days 18:41:00.000000000,0 days 05:57:00.000000000,0 days 09:06:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,Krishnagiri,35.6,2.0,22.6,-1.0,7.0,83.0,47.0,0 days 18:46:00.000000000,0 days 05:57:00.000000000,0 days 09:07:00.000000000,0 days 21:57:00.000000000
2018-07-02,Tamil Nadu,Madurai,35.8,-1.0,23.9,-2.0,29.0,81.0,56.0,0 days 18:42:00.000000000,0 days 06:01:00.000000000,0 days 09:01:00.000000000,0 days 21:48:00.000000000
2018-07-02,Tamil Nadu,Nagappattinam,35.9,-1.0,25.0,-2.0,,69.0,81.0,0 days 18:36:00.000000000,0 days 05:52:00.000000000,0 days 09:01:00.000000000,0 days 21:43:00.000000000
2018-07-02,Tamil Nadu,Namakkal,34.1,-1.0,21.8,-2.0,133.8,95.0,55.0,0 days 18:45:00.000000000,0 days 05:57:00.000000000,0 days 09:07:00.000000000,0 days 21:56:00.000000000
2018-07-02,Tamil Nadu,Perambalur,37.6,1.0,25.0,-2.0,,77.0,53.0,0 days 18:41:00.000000000,0 days 05:57:00.000000000,0 days 09:06:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,Pudukkottai,37.6,1.0,25.0,-2.0,,77.0,53.0,0 days 18:41:00.000000000,0 days 05:57:00.000000000,0 days 09:06:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,Ramanathapuram,35.7,1.0,25.5,-1.5,,84.0,69.5,0 days 18:38:30.000000000,0 days 05:57:00.000000000,0 days 09:05:30.000000000,0 days 21:51:00.000000000
2018-07-02,Tamil Nadu,Salem,34.1,-1.0,21.8,-2.0,133.8,95.0,55.0,0 days 18:45:00.000000000,0 days 05:57:00.000000000,0 days 09:07:00.000000000,0 days 21:56:00.000000000
2018-07-02,Tamil Nadu,Sivaganga,35.8,-1.0,23.9,-2.0,29.0,81.0,56.0,0 days 18:42:00.000000000,0 days 06:01:00.000000000,0 days 09:01:00.000000000,0 days 21:48:00.000000000
2018-07-02,Tamil Nadu,Thanjavur,37.6,1.0,25.0,-2.0,,77.0,53.0,0 days 18:41:00.000000000,0 days 05:57:00.000000000,0 days 09:06:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,The Nilgiris,21.2,-1.0,15.0,0.0,0.3,81.0,89.0,0 days 18:51:00.000000000,0 days 06:03:00.000000000,0 days 08:24:00.000000000,0 days 21:19:00.000000000
2018-07-02,Tamil Nadu,Theni,18.6,0.0,11.6,0.0,7.4,71.0,96.0,0 days 18:45:00.000000000,0 days 06:03:00.000000000,0 days 09:12:00.000000000,0 days 21:57:00.000000000
2018-07-02,Tamil Nadu,Thiruvallur,35.1,-1.0,26.6,0.0,,72.0,68.0,0 days 18:39:00.000000000,0 days 05:47:00.000000000,0 days 08:15:00.000000000,0 days 21:49:00.000000000
2018-07-02,Tamil Nadu,Thiruvarur,35.9,-1.0,25.0,-2.0,,69.0,81.0,0 days 18:36:00.000000000,0 days 05:52:00.000000000,0 days 09:01:00.000000000,0 days 21:43:00.000000000
2018-07-02,Tamil Nadu,Thoothukkudi,37.4,1.0,27.5,0.0,,57.0,48.0,0 days 18:41:00.000000000,0 days 06:04:00.000000000,0 days 09:12:00.000000000,0 days 21:55:00.000000000
2018-07-02,Tamil Nadu,Tiruchirappalli,37.6,1.0,25.0,-2.0,,77.0,53.0,0 days 18:41:00.000000000,0 days 05:57:00.000000000,0 days 09:06:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,Tirunelveli,37.4,1.0,27.5,0.0,,57.0,48.0,0 days 18:41:00.000000000,0 days 06:04:00.000000000,0 days 09:12:00.000000000,0 days 21:55:00.000000000
2018-07-02,Tamil Nadu,Tiruppur,32.8,1.0,23.6,2.0,,81.0,65.0,0 days 18:49:00.000000000,0 days 06:03:00.000000000,0 days 09:13:00.000000000,0 days 22:00:00.000000000
2018-07-02,Tamil Nadu,Tiruvannamalai,34.6,-1.0,,0.0,,76.0,67.0,0 days 18:43:00.000000000,0 days 05:51:00.000000000,0 days 09:02:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,Vellore,34.6,-1.0,,0.0,,76.0,67.0,0 days 18:43:00.000000000,0 days 05:51:00.000000000,0 days 09:02:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,Viluppuram,33.6,-3.0,23.2,-4.0,15.0,90.0,70.0,0 days 18:39:00.000000000,0 days 05:57:00.000000000,0 days 09:00:00.000000000,0 days 21:50:00.000000000
2018-07-02,Tamil Nadu,Virudunagar,35.8,-1.0,23.9,-2.0,29.0,81.0,56.0,0 days 18:42:00.000000000,0 days 06:01:00.000000000,0 days 09:01:00.000000000,0 days 21:48:00.000000000
2018-07-02,Telangana,Adilabad,35.4,1.0,25.0,1.0,,75.0,46.0,0 days 18:53:00.000000000,0 days 05:39:00.000000000,,0 days 21:58:00.000000000
2018-07-02,Telangana,Hyderabad,34.1,1.0,24.5,2.0,,71.0,43.0,0 days 18:55:00.000000000,0 days 05:46:00.000000000,,
2018-07-02,Telangana,Karimnagar,35.4,1.0,25.0,1.0,,75.0,46.0,0 days 18:53:00.000000000,0 days 05:39:00.000000000,,0 days 21:58:00.000000000
2018-07-02,Telangana,Khammam,31.0,-4.0,26.5,1.0,1.0,78.0,78.0,0 days 18:44:00.000000000,0 days 05:38:00.000000000,0 days 08:51:00.000000000,0 days 21:50:00.000000000
2018-07-02,Telangana,Mahbubnagar,35.6,1.0,27.0,0.0,,64.0,40.0,0 days 18:53:00.000000000,0 days 05:50:00.000000000,0 days 09:03:00.000000000,0 days 22:01:00.000000000
2018-07-02,Telangana,Medak,34.1,1.0,24.5,2.0,,71.0,43.0,0 days 18:55:00.000000000,0 days 05:46:00.000000000,,
2018-07-02,Telangana,Nalgonda,34.1,1.0,24.5,2.0,,71.0,43.0,0 days 18:55:00.000000000,0 days 05:46:00.000000000,,
2018-07-02,Telangana,Nizamabad,34.4,1.0,25.8,2.0,0.3,73.0,50.0,0 days 18:59:00.000000000,0 days 05:45:00.000000000,0 days 08:59:00.000000000,
2018-07-02,Telangana,Ranga Reddy,34.1,1.0,24.5,2.0,,71.0,43.0,0 days 18:55:00.000000000,0 days 05:46:00.000000000,,
2018-07-02,Telangana,Warangal,33.5,-1.0,24.5,0.0,,84.0,74.0,0 days 18:51:00.000000000,0 days 05:40:00.000000000,0 days 08:04:00.000000000,0 days 21:16:00.000000000
2018-07-02,Tripura,Dhalai,32.4,0.0,26.4,1.0,,85.0,68.0,0 days 18:13:00.000000000,0 days 04:39:00.000000000,0 days 07:55:00.000000000,0 days 21:13:00.000000000
2018-07-02,Tripura,Gomati,33.0,1.0,26.8,1.0,,82.0,70.0,0 days 18:16:00.000000000,0 days 04:42:00.000000000,0 days 07:58:00.000000000,0 days 21:16:00.000000000
2018-07-02,Tripura,Khowai,33.0,1.0,26.8,1.0,,82.0,70.0,0 days 18:16:00.000000000,0 days 04:42:00.000000000,0 days 07:58:00.000000000,0 days 21:16:00.000000000
2018-07-02,Tripura,North Tripura,32.4,0.0,26.4,1.0,,85.0,68.0,0 days 18:13:00.000000000,0 days 04:39:00.000000000,0 days 07:55:00.000000000,0 days 21:13:00.000000000
2018-07-02,Tripura,Sipahijala,33.0,1.0,26.8,1.0,,82.0,70.0,0 days 18:16:00.000000000,0 days 04:42:00.000000000,0 days 07:58:00.000000000,0 days 21:16:00.000000000
2018-07-02,Tripura,South Tripura,33.0,1.0,26.8,1.0,,82.0,70.0,0 days 18:16:00.000000000,0 days 04:42:00.000000000,0 days 07:58:00.000000000,0 days 21:16:00.000000000
2018-07-02,Tripura,Unokoti,32.4,0.0,26.4,1.0,,85.0,68.0,0 days 18:13:00.000000000,0 days 04:39:00.000000000,0 days 07:55:00.000000000,0 days 21:13:00.000000000
2018-07-02,Tripura,West Tripura,33.0,1.0,26.8,1.0,,82.0,70.0,0 days 18:16:00.000000000,0 days 04:42:00.000000000,0 days 07:58:00.000000000,0 days 21:16:00.000000000
2018-07-02,Uttar Pradesh,Agra,35.6,-2.0,25.2,-2.0,7.8,100.0,37.0,0 days 19:17:00.000000000,0 days 05:28:00.000000000,0 days 09:40:00.000000000,0 days 22:50:00.000000000
2018-07-02,Uttar Pradesh,Aligarh,36.6,-1.0,25.6,-1.0,7.4,85.0,61.0,0 days 19:18:00.000000000,0 days 05:26:00.000000000,0 days 09:39:00.000000000,0 days 22:51:00.000000000
2018-07-02,Uttar Pradesh,Allahabad,37.6,2.0,26.8,0.0,6.2,81.0,86.0,0 days 18:58:00.000000000,0 days 05:17:00.000000000,0 days 09:27:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Ambedkar Nagar,32.2,-3.0,26.6,0.0,0.6,89.0,80.0,0 days 18:58:00.000000000,0 days 05:14:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Amethi,33.8,,27.3,,,74.0,70.0,0 days 19:01:00.000000000,0 days 05:15:00.000000000,0 days 09:27:00.000000000,0 days 22:36:00.000000000
2018-07-02,Uttar Pradesh,Amroha,,,27.5,2.0,2.4,85.0,,0 days 19:18:00.000000000,0 days 05:21:00.000000000,0 days 09:35:00.000000000,0 days 22:49:00.000000000
2018-07-02,Uttar Pradesh,Auraiya,34.4,-1.0,29.3,2.0,,73.0,70.0,0 days 19:06:00.000000000,0 days 05:20:00.000000000,0 days 09:31:00.000000000,0 days 22:40:00.000000000
2018-07-02,Uttar Pradesh,Azamgarh,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Baghpat,36.4,0.0,29.5,2.0,1.0,,,0 days 19:23:00.000000000,0 days 05:28:00.000000000,0 days 09:42:00.000000000,0 days 22:19:00.000000000
2018-07-02,Uttar Pradesh,Bahraich,29.6,-5.0,22.4,-4.0,46.6,97.0,91.0,0 days 19:03:00.000000000,0 days 05:13:00.000000000,0 days 09:25:00.000000000,0 days 22:36:00.000000000
2018-07-02,Uttar Pradesh,Ballia,35.2,1.0,26.5,1.0,2.0,74.0,63.0,,,,
2018-07-02,Uttar Pradesh,Balrampur,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Banda,36.4,-1.0,,,,61.0,69.0,0 days 19:03:00.000000000,0 days 05:22:00.000000000,0 days 09:32:00.000000000,0 days 22:39:00.000000000
2018-07-02,Uttar Pradesh,Barabanki,32.5,0.0,28.5,2.0,1.3,71.0,74.0,0 days 19:04:00.000000000,0 days 05:17:00.000000000,0 days 09:29:00.000000000,0 days 22:38:00.000000000
2018-07-02,Uttar Pradesh,Bareilly,32.2,-4.0,24.7,-2.0,31.5,97.0,81.0,0 days 19:14:00.000000000,0 days 05:20:00.000000000,0 days 09:33:00.000000000,0 days 22:46:00.000000000
2018-07-02,Uttar Pradesh,Basti,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Bijnor,34.7,,27.2,,,100.0,94.0,0 days 19:24:00.000000000,0 days 05:20:00.000000000,0 days 09:37:00.000000000,0 days 22:18:00.000000000
2018-07-02,Uttar Pradesh,Budaun,32.2,-4.0,24.7,-2.0,31.5,97.0,81.0,0 days 19:14:00.000000000,0 days 05:20:00.000000000,0 days 09:33:00.000000000,0 days 22:46:00.000000000
2018-07-02,Uttar Pradesh,Bulandshahr,36.6,-1.0,25.6,-1.0,7.4,85.0,61.0,0 days 19:18:00.000000000,0 days 05:26:00.000000000,0 days 09:39:00.000000000,0 days 22:51:00.000000000
2018-07-02,Uttar Pradesh,Chandauli,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Chitrakoot,36.6,,27.6,,0.5,75.0,61.0,,,,
2018-07-02,Uttar Pradesh,Deoria,35.2,1.0,26.5,1.0,2.0,74.0,63.0,,,,
2018-07-02,Uttar Pradesh,Etah,35.6,-2.0,25.2,-2.0,7.8,100.0,37.0,0 days 19:17:00.000000000,0 days 05:28:00.000000000,0 days 09:40:00.000000000,0 days 22:50:00.000000000
2018-07-02,Uttar Pradesh,Etawah,35.6,-2.0,25.2,-2.0,7.8,100.0,37.0,0 days 19:17:00.000000000,0 days 05:28:00.000000000,0 days 09:40:00.000000000,0 days 22:50:00.000000000
2018-07-02,Uttar Pradesh,Faizabad,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Farrukhabad,33.0,-2.0,25.3,-1.0,47.0,98.0,79.0,0 days 19:11:00.000000000,0 days 05:19:00.000000000,0 days 09:32:00.000000000,0 days 22:43:00.000000000
2018-07-02,Uttar Pradesh,Fatehpur,34.4,-1.0,29.3,2.0,,73.0,70.0,0 days 19:06:00.000000000,0 days 05:20:00.000000000,0 days 09:31:00.000000000,0 days 22:40:00.000000000
2018-07-02,Uttar Pradesh,Firozabad,35.6,-2.0,25.2,-2.0,7.8,100.0,37.0,0 days 19:17:00.000000000,0 days 05:28:00.000000000,0 days 09:40:00.000000000,0 days 22:50:00.000000000
2018-07-02,Uttar Pradesh,Gautam Buddha Nagar,35.6,,26.1,,19.0,78.0,66.0,0 days 19:22:00.000000000,0 days 05:28:00.000000000,0 days 08:49:00.000000000,0 days 22:12:00.000000000
2018-07-02,Uttar Pradesh,Ghaziabad,36.6,0.0,29.3,1.0,,58.0,53.0,0 days 19:23:00.000000000,0 days 05:28:00.000000000,0 days 09:42:00.000000000,0 days 22:19:00.000000000
2018-07-02,Uttar Pradesh,Ghazipur,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Gonda,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Gorakhpur,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Hamirpur,36.4,-1.0,,,,61.0,69.0,0 days 19:03:00.000000000,0 days 05:22:00.000000000,0 days 09:32:00.000000000,0 days 22:39:00.000000000
2018-07-02,Uttar Pradesh,Hapur,36.7,0.0,28.2,1.0,,67.0,60.0,0 days 19:23:00.000000000,0 days 05:25:00.000000000,0 days 09:40:00.000000000,0 days 22:54:00.000000000
2018-07-02,Uttar Pradesh,Hardoi,32.8,-3.0,26.0,-1.0,,77.0,69.0,0 days 19:09:00.000000000,0 days 05:18:00.000000000,0 days 09:31:00.000000000,0 days 22:42:00.000000000
2018-07-02,Uttar Pradesh,Hathras,36.6,-1.0,25.6,-1.0,7.4,85.0,61.0,0 days 19:18:00.000000000,0 days 05:26:00.000000000,0 days 09:39:00.000000000,0 days 22:51:00.000000000
2018-07-02,Uttar Pradesh,Jalaun,34.4,-1.0,29.3,2.0,,73.0,70.0,0 days 19:06:00.000000000,0 days 05:20:00.000000000,0 days 09:31:00.000000000,0 days 22:40:00.000000000
2018-07-02,Uttar Pradesh,Jaunpur,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Jhansi,36.5,0.0,28.6,3.0,,63.0,54.0,0 days 19:11:00.000000000,0 days 05:29:00.000000000,0 days 09:40:00.000000000,0 days 22:46:00.000000000
2018-07-02,Uttar Pradesh,Kannauj,32.8,-3.0,26.0,-1.0,,77.0,69.0,0 days 19:09:00.000000000,0 days 05:18:00.000000000,0 days 09:31:00.000000000,0 days 22:42:00.000000000
2018-07-02,Uttar Pradesh,Kanpur Dehat,34.4,-1.0,29.3,2.0,,73.0,70.0,0 days 19:06:00.000000000,0 days 05:20:00.000000000,0 days 09:31:00.000000000,0 days 22:40:00.000000000
2018-07-02,Uttar Pradesh,Kanpur Nagar,34.4,-1.0,29.3,2.0,,73.0,70.0,0 days 19:06:00.000000000,0 days 05:20:00.000000000,0 days 09:31:00.000000000,0 days 22:40:00.000000000
2018-07-02,Uttar Pradesh,Kasganj,36.6,-1.0,25.6,-1.0,7.4,85.0,61.0,0 days 19:18:00.000000000,0 days 05:26:00.000000000,0 days 09:39:00.000000000,0 days 22:51:00.000000000
2018-07-02,Uttar Pradesh,Kaushambi,37.6,2.0,26.8,0.0,6.2,81.0,86.0,0 days 18:58:00.000000000,0 days 05:17:00.000000000,0 days 09:27:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Kushinagar,,,,,,,,,,,
2018-07-02,Uttar Pradesh,Lakhimpur Kheri,33.0,-2.0,25.3,-1.0,47.0,98.0,79.0,0 days 19:11:00.000000000,0 days 05:19:00.000000000,0 days 09:32:00.000000000,0 days 22:43:00.000000000
2018-07-02,Uttar Pradesh,Lalitpur,36.5,0.0,28.6,3.0,,63.0,54.0,0 days 19:11:00.000000000,0 days 05:29:00.000000000,0 days 09:40:00.000000000,0 days 22:46:00.000000000
2018-07-02,Uttar Pradesh,Lucknow,32.5,0.0,28.5,2.0,1.3,71.0,74.0,0 days 19:04:00.000000000,0 days 05:17:00.000000000,0 days 09:29:00.000000000,0 days 22:38:00.000000000
2018-07-02,Uttar Pradesh,Maharajganj,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Mahoba,36.4,-1.0,,,,61.0,69.0,0 days 19:03:00.000000000,0 days 05:22:00.000000000,0 days 09:32:00.000000000,0 days 22:39:00.000000000
2018-07-02,Uttar Pradesh,Mainpuri,35.6,-2.0,25.2,-2.0,7.8,100.0,37.0,0 days 19:17:00.000000000,0 days 05:28:00.000000000,0 days 09:40:00.000000000,0 days 22:50:00.000000000
2018-07-02,Uttar Pradesh,Mathura,35.6,-2.0,25.2,-2.0,7.8,100.0,37.0,0 days 19:17:00.000000000,0 days 05:28:00.000000000,0 days 09:40:00.000000000,0 days 22:50:00.000000000
2018-07-02,Uttar Pradesh,Mau,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Meerut,36.7,0.0,28.2,1.0,,67.0,60.0,0 days 19:23:00.000000000,0 days 05:25:00.000000000,0 days 09:40:00.000000000,0 days 22:54:00.000000000
2018-07-02,Uttar Pradesh,Mirzapur,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Moradabad,,,27.5,2.0,2.4,85.0,,0 days 19:18:00.000000000,0 days 05:21:00.000000000,0 days 09:35:00.000000000,0 days 22:49:00.000000000
2018-07-02,Uttar Pradesh,Muzaffarnagar,35.2,1.0,25.6,1.0,,89.0,63.0,0 days 19:23:00.000000000,0 days 05:24:00.000000000,0 days 09:39:00.000000000,0 days 22:54:00.000000000
2018-07-02,Uttar Pradesh,Pilibhit,33.6,-1.0,25.2,0.0,55.1,100.0,79.0,0 days 19:15:00.000000000,0 days 05:18:00.000000000,0 days 09:32:00.000000000,0 days 22:11:00.000000000
2018-07-02,Uttar Pradesh,Pratapgarh,32.2,-3.0,26.6,0.0,0.6,89.0,80.0,0 days 18:58:00.000000000,0 days 05:14:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Rae Bareli,33.8,,27.3,,,74.0,70.0,0 days 19:01:00.000000000,0 days 05:15:00.000000000,0 days 09:27:00.000000000,0 days 22:36:00.000000000
2018-07-02,Uttar Pradesh,Rampur,,,27.5,2.0,2.4,85.0,,0 days 19:18:00.000000000,0 days 05:21:00.000000000,0 days 09:35:00.000000000,0 days 22:49:00.000000000
2018-07-02,Uttar Pradesh,Saharanpur,35.2,1.0,25.6,1.0,,89.0,63.0,0 days 19:23:00.000000000,0 days 05:24:00.000000000,0 days 09:39:00.000000000,0 days 22:54:00.000000000
2018-07-02,Uttar Pradesh,Sambhal,,,27.5,2.0,2.4,85.0,,0 days 19:18:00.000000000,0 days 05:21:00.000000000,0 days 09:35:00.000000000,0 days 22:49:00.000000000
2018-07-02,Uttar Pradesh,Sant Kabir Nagar,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Sant Ravi Das Nagar,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Shahjahanpur,33.0,-2.0,25.3,-1.0,47.0,98.0,79.0,0 days 19:11:00.000000000,0 days 05:19:00.000000000,0 days 09:32:00.000000000,0 days 22:43:00.000000000
2018-07-02,Uttar Pradesh,Shamli,33.0,,27.6,2.0,,80.0,65.0,0 days 19:26:00.000000000,0 days 05:26:00.000000000,0 days 08:48:00.000000000,0 days 22:22:00.000000000
2018-07-02,Uttar Pradesh,Shravasti,29.6,-5.0,22.4,-4.0,46.6,97.0,91.0,0 days 19:03:00.000000000,0 days 05:13:00.000000000,0 days 09:25:00.000000000,0 days 22:36:00.000000000
2018-07-02,Uttar Pradesh,Siddharth Nagar,,,,,,,,0 days 18:59:00.000000000,0 days 05:12:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Sitapur,32.8,-3.0,26.0,-1.0,,77.0,69.0,0 days 19:09:00.000000000,0 days 05:18:00.000000000,0 days 09:31:00.000000000,0 days 22:42:00.000000000
2018-07-02,Uttar Pradesh,Sonbhadra,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttar Pradesh,Sultanpur,32.2,-3.0,26.6,0.0,0.6,89.0,80.0,0 days 18:58:00.000000000,0 days 05:14:00.000000000,0 days 09:24:00.000000000,0 days 22:33:00.000000000
2018-07-02,Uttar Pradesh,Unnao,34.4,-1.0,29.3,2.0,,73.0,70.0,0 days 19:06:00.000000000,0 days 05:20:00.000000000,0 days 09:31:00.000000000,0 days 22:40:00.000000000
2018-07-02,Uttar Pradesh,Varanasi,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Uttarakhand,Almora,30.7,,21.8,,18.4,100.0,65.0,0 days 19:16:00.000000000,0 days 05:16:00.000000000,0 days 09:31:00.000000000,0 days 22:10:00.000000000
2018-07-02,Uttarakhand,Bageshwar,30.7,,21.8,,18.4,100.0,65.0,0 days 19:16:00.000000000,0 days 05:16:00.000000000,0 days 09:31:00.000000000,0 days 22:10:00.000000000
2018-07-02,Uttarakhand,Chamoli,26.5,3.0,18.7,2.0,,100.0,100.0,0 days 19:18:00.000000000,0 days 05:14:00.000000000,0 days 09:29:00.000000000,0 days 22:12:00.000000000
2018-07-02,Uttarakhand,Champawat,26.8,,19.8,,,100.0,100.0,0 days 19:13:00.000000000,0 days 05:14:00.000000000,0 days 09:29:00.000000000,0 days 22:08:00.000000000
2018-07-02,Uttarakhand,Dehradun,27.0,0.0,20.450000000000003,1.5,24.3,96.0,82.5,0 days 19:19:30.000000000,0 days 05:18:00.000000000,0 days 09:33:30.000000000,0 days 22:14:00.000000000
2018-07-02,Uttarakhand,Garhwal,34.7,,27.2,,,100.0,94.0,0 days 19:24:00.000000000,0 days 05:20:00.000000000,0 days 09:37:00.000000000,0 days 22:18:00.000000000
2018-07-02,Uttarakhand,Hardwar,34.7,,27.2,,,100.0,94.0,0 days 19:24:00.000000000,0 days 05:20:00.000000000,0 days 09:37:00.000000000,0 days 22:18:00.000000000
2018-07-02,Uttarakhand,Nainital,22.75,0.5,17.1,2.0,12.2,95.0,93.0,0 days 19:19:30.000000000,0 days 05:18:00.000000000,0 days 09:33:00.000000000,0 days 22:14:00.000000000
2018-07-02,Uttarakhand,Pithoragarh,,,20.5,,,88.0,,0 days 19:13:00.000000000,0 days 05:13:00.000000000,0 days 09:28:00.000000000,0 days 22:08:00.000000000
2018-07-02,Uttarakhand,Rudraprayag,26.5,3.0,18.7,2.0,,100.0,100.0,0 days 19:18:00.000000000,0 days 05:14:00.000000000,0 days 09:29:00.000000000,0 days 22:12:00.000000000
2018-07-02,Uttarakhand,Tehri Garhwal,24.0,,19.0,,,83.0,81.0,0 days 19:22:00.000000000,0 days 05:19:00.000000000,0 days 09:34:00.000000000,0 days 22:16:00.000000000
2018-07-02,Uttarakhand,Udham Singh Nagar,33.6,-1.0,25.2,0.0,55.1,100.0,79.0,0 days 19:15:00.000000000,0 days 05:18:00.000000000,0 days 09:32:00.000000000,0 days 22:11:00.000000000
2018-07-02,Uttarakhand,Uttarkashi,,,24.1,,2.8,87.0,,0 days 19:23:00.000000000,0 days 05:18:00.000000000,0 days 09:34:00.000000000,0 days 22:17:00.000000000
2018-07-02,West Bengal,Alipurduar,26.9,-5.0,24.1,-1.0,24.4,98.0,89.0,0 days 18:29:00.000000000,0 days 04:44:00.000000000,0 days 08:01:00.000000000,0 days 21:26:00.000000000
2018-07-02,West Bengal,Bankura,35.0,0.0,25.8,0.0,1.8,83.0,85.0,0 days 18:32:00.000000000,0 days 05:00:00.000000000,0 days 08:16:00.000000000,0 days 21:33:00.000000000
2018-07-02,West Bengal,Barddhaman,34.9,0.0,25.4,0.0,25.4,80.0,87.0,0 days 18:32:30.000000000,0 days 04:59:30.000000000,0 days 08:15:30.000000000,0 days 21:33:00.000000000
2018-07-02,West Bengal,Birbhum,35.0,2.0,26.3,0.0,0.3,73.0,83.0,0 days 18:30:00.000000000,0 days 04:57:00.000000000,0 days 08:12:00.000000000,0 days 21:30:00.000000000
