Date,State,District,Maximum Temp(Celsius),Maximum Temp Departure from Normal(Celsius),Minimum Temp(Celsius),Minimum Temp Departure from Normal(Celsius),24 Hours Rainfall (mm),Relative Humidity at 0830 hrs (%),Relative Humidity at 1730 hrs (%),Todays Sunset (IST),Tommorows Sunrise (IST),Moonset (IST),Moonrise (IST)
2018-07-02,Madhya Pradesh,Rewa,36.6,,26.0,,,72.0,,,,,
2018-07-02,Madhya Pradesh,Sagar,34.0,,26.0,,,71.0,54.0,,,,
2018-07-02,Madhya Pradesh,Satna,36.6,,27.6,,0.5,75.0,61.0,,,,
2018-07-02,Madhya Pradesh,Sehore,34.1,1.0,26.2,2.0,,66.0,47.0,0 days 19:11:00.000000000,0 days 05:39:00.000000000,0 days 09:47:00.000000000,0 days 22:50:00.000000000
2018-07-02,Madhya Pradesh,Seoni,,,24.0,,,,,,,,
2018-07-02,Madhya Pradesh,Shahdol,34.4,,25.8,,6.2,72.0,61.0,,,,
2018-07-02,Madhya Pradesh,Shajapur,35.0,,25.0,,,73.0,41.0,,,,
2018-07-02,Madhya Pradesh,Sheopur,,,25.0,-1.0,,81.0,,0 days 19:20:00.000000000,0 days 05:38:00.000000000,,0 days 21:41:00.000000000
2018-07-02,Madhya Pradesh,Shivpuri,,,24.0,,,85.0,,,,,
2018-07-02,Madhya Pradesh,Sidhi,36.6,,26.0,,,72.0,,,,,
2018-07-02,Madhya Pradesh,Singrauli,36.6,,26.0,,,72.0,,,,,
2018-07-02,Madhya Pradesh,Tikamgarh,36.5,0.0,28.6,3.0,,63.0,54.0,0 days 19:11:00.000000000,0 days 05:29:00.000000000,0 days 09:40:00.000000000,0 days 22:46:00.000000000
2018-07-02,Madhya Pradesh,Ujjain,35.0,,25.0,,,73.0,41.0,,,,
2018-07-02,Madhya Pradesh,Umaria,34.4,,25.8,,6.2,72.0,61.0,,,,
2018-07-02,Madhya Pradesh,Vidisha,34.1,1.0,26.2,2.0,,66.0,47.0,0 days 19:11:00.000000000,0 days 05:39:00.000000000,0 days 09:47:00.000000000,0 days 22:50:00.000000000
2018-07-02,Madhya Pradesh,West Nimar,35.1,,23.4,,,67.0,51.0,,,,
2018-07-02,Maharashtra,Ahmadnagar,,,20.8,-1.0,,75.0,,,,,
2018-07-02,Maharashtra,Akola,35.0,1.0,26.5,2.0,,74.0,51.0,0 days 19:07:00.000000000,0 days 05:45:00.000000000,0 days 09:01:00.000000000,0 days 22:10:00.000000000
2018-07-02,Maharashtra,Amravati,33.4,1.0,24.0,1.0,1.0,92.0,82.0,,,,
2018-07-02,Maharashtra,Aurangabad,34.0,2.0,22.2,0.0,,77.0,45.0,0 days 19:12:00.000000000,0 days 05:54:00.000000000,0 days 09:09:00.000000000,0 days 22:16:00.000000000
2018-07-02,Maharashtra,Bhandara,31.5,-2.0,23.2,-2.0,39.2,96.0,73.0,,,,
2018-07-02,Maharashtra,Bid,,,,,,,,,,,
2018-07-02,Maharashtra,Buldana,33.0,3.0,25.0,3.0,,67.0,53.0,,,,
2018-07-02,Maharashtra,Chandrapur,36.0,2.0,24.0,-1.0,46.5,73.0,84.0,,,,
2018-07-02,Maharashtra,Dhule,34.2,2.0,24.4,1.0,,59.0,44.0,,,,
2018-07-02,Maharashtra,Garhchiroli,35.4,1.0,25.0,1.0,,75.0,46.0,0 days 18:53:00.000000000,0 days 05:39:00.000000000,,0 days 21:58:00.000000000
2018-07-02,Maharashtra,Gondiya,31.5,-2.0,23.2,-2.0,39.2,96.0,73.0,,,,
2018-07-02,Maharashtra,Hingoli,35.6,3.0,22.6,-1.0,54.4,95.0,45.0,,,,
2018-07-02,Maharashtra,Jalgaon,36.6,2.0,26.2,2.0,,74.0,52.0,,,,
2018-07-02,Maharashtra,Jalna,33.0,3.0,25.0,3.0,,67.0,53.0,,,,
2018-07-02,Maharashtra,Kolhapur,30.2,3.0,21.5,0.0,0.1,88.0,73.0,0 days 19:10:00.000000000,0 days 06:04:00.000000000,0 days 09:18:00.000000000,0 days 22:17:00.000000000
2018-07-02,Maharashtra,Latur,34.4,,22.4,,,87.0,49.0,,,,
2018-07-02,Maharashtra,Mumbai City,34.3,2.0,23.4,1.0,,77.0,44.0,,,,
2018-07-02,Maharashtra,Mumbai Suburban,34.3,2.0,23.4,1.0,,77.0,44.0,,,,
2018-07-02,Maharashtra,Nagpur,34.5,1.0,23.9,-1.0,0.6,90.0,81.0,0 days 18:59:00.000000000,0 days 05:36:00.000000000,0 days 08:51:00.000000000,0 days 22:02:00.000000000
2018-07-02,Maharashtra,Nanded,33.0,1.0,23.0,0.0,,84.0,42.0,,,,
2018-07-02,Maharashtra,Nandurbar,34.2,2.0,24.4,1.0,,59.0,44.0,,,,
2018-07-02,Maharashtra,Nashik,33.6,1.5,23.7,0.5,,71.5,43.0,,,,
2018-07-02,Maharashtra,Osmanabad,,,,,,,,,,,
2018-07-02,Maharashtra,Palghar,33.8,3.0,25.4,-1.0,22.0,89.0,63.0,,,,
2018-07-02,Maharashtra,Palghar,33.8,3.0,25.4,-1.0,22.0,89.0,63.0,,,,
2018-07-02,Maharashtra,Parbhani,35.6,3.0,22.6,-1.0,54.4,95.0,45.0,,,,
2018-07-02,Maharashtra,Pune,31.7,3.0,22.9,0.0,,75.0,55.0,0 days 19:16:00.000000000,0 days 06:03:00.000000000,0 days 10:06:00.000000000,0 days 23:01:00.000000000
2018-07-02,Maharashtra,Raigarh,30.1,0.0,23.8,-2.0,0.7,87.0,81.0,,,,
2018-07-02,Maharashtra,Ratnagiri,31.0,2.0,23.9,0.0,27.4,82.0,68.0,0 days 19:16:00.000000000,0 days 06:03:00.000000000,0 days 10:06:00.000000000,0 days 23:01:00.000000000
2018-07-02,Maharashtra,Sangli,31.1,2.0,20.0,-2.0,,88.0,62.0,,,,
2018-07-02,Maharashtra,Satara,26.6,2.0,18.25,-1.0,8.2,94.0,81.0,,,,
2018-07-02,Maharashtra,Sindhudurg,33.7,4.0,23.7,-1.0,36.0,98.0,83.0,,,,
2018-07-02,Maharashtra,Solapur,31.0,4.0,22.0,0.0,,82.0,62.0,,,,
2018-07-02,Maharashtra,Thane,,,,,,,,,,,
2018-07-02,Maharashtra,Wardha,34.0,1.0,23.8,0.0,4.4,92.0,74.0,,,,
2018-07-02,Maharashtra,Washim,33.4,1.0,24.0,1.0,1.0,92.0,82.0,,,,
2018-07-02,Maharashtra,Yavatmal,34.0,1.0,22.0,-1.0,23.4,91.0,84.0,,,,
2018-07-02,Manipur,Bishnupur,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Chandel,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Churachandpur,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Imphal East,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Imphal West,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Senapati,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Tamenglong,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Thoubal,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Manipur,Ukhrul,29.2,-1.0,22.3,1.0,0.2,71.0,73.0,0 days 18:07:00.000000000,0 days 04:29:00.000000000,0 days 07:54:00.000000000,0 days 21:05:00.000000000
2018-07-02,Meghalaya,East Garo Hills,,,21.4,,5.4,81.0,,,,,
2018-07-02,Meghalaya,East Khasi Hills,21.0,-1.0,16.9,-1.0,231.8,100.0,100.0,0 days 18:17:00.000000000,0 days 04:36:00.000000000,0 days 07:53:00.000000000,0 days 21:15:00.000000000
2018-07-02,Meghalaya,Jaintia Hills,25.2,2.0,18.3,1.0,20.3,98.0,83.0,0 days 18:17:00.000000000,0 days 04:35:00.000000000,0 days 07:52:00.000000000,0 days 21:15:00.000000000
2018-07-02,Meghalaya,North Garo Hills,,,21.4,,5.4,81.0,,,,,
2018-07-02,Meghalaya,Ri Bhoi,34.8,3.0,25.9,1.0,0.2,91.0,81.0,0 days 18:19:00.000000000,0 days 04:34:00.000000000,0 days 07:52:00.000000000,0 days 21:16:00.000000000
2018-07-02,Meghalaya,South Garo Hills,,,21.4,,5.4,81.0,,,,,
2018-07-02,Meghalaya,South West Garo Hills,26.1,-5.0,25.7,1.0,49.0,92.0,97.0,0 days 18:26:00.000000000,0 days 04:42:00.000000000,0 days 08:00:00.000000000,0 days 21:23:00.000000000
2018-07-02,Meghalaya,South West Khasi Hills,21.0,-1.0,16.9,-1.0,231.8,100.0,100.0,0 days 18:17:00.000000000,0 days 04:36:00.000000000,0 days 07:53:00.000000000,0 days 21:15:00.000000000
2018-07-02,Meghalaya,West Garo Hills,26.1,-5.0,25.7,1.0,49.0,92.0,97.0,0 days 18:26:00.000000000,0 days 04:42:00.000000000,0 days 08:00:00.000000000,0 days 21:23:00.000000000
2018-07-02,Meghalaya,West Khasi Hills,25.2,2.0,18.3,1.0,20.3,98.0,83.0,0 days 18:17:00.000000000,0 days 04:35:00.000000000,0 days 07:52:00.000000000,0 days 21:15:00.000000000
2018-07-02,Mizoram,Aizawl,29.8,,12.0,,,96.0,,0 days 18:10:00.000000000,0 days 04:36:00.000000000,0 days 07:51:00.000000000,0 days 21:09:00.000000000
2018-07-02,Mizoram,Champhai,,,,,,,,,,,
2018-07-02,Mizoram,Kolasib,32.0,,23.8,,,78.0,,0 days 18:10:00.000000000,0 days 04:36:00.000000000,0 days 07:52:00.000000000,0 days 21:09:00.000000000
2018-07-02,Mizoram,Lawangtlai,,,,,,,,,,,
2018-07-02,Mizoram,Lunglei,29.8,,12.0,,,96.0,,0 days 18:10:00.000000000,0 days 04:36:00.000000000,0 days 07:51:00.000000000,0 days 21:09:00.000000000
2018-07-02,Mizoram,Mamit,32.0,,23.8,,,78.0,,0 days 18:10:00.000000000,0 days 04:36:00.000000000,0 days 07:52:00.000000000,0 days 21:09:00.000000000
2018-07-02,Mizoram,Saiha,,,,,,,,,,,
2018-07-02,Mizoram,Serchhip,29.8,,12.0,,,96.0,,0 days 18:10:00.000000000,0 days 04:36:00.000000000,0 days 07:51:00.000000000,0 days 21:09:00.000000000
2018-07-02,Nagaland,Dimapur,,,,,,,,,,,
2018-07-02,Nagaland,Kiphire,,,,,,,,,,,
2018-07-02,Nagaland,Kohima,28.0,,18.4,,,87.0,93.0,0 days 18:08:00.000000000,0 days 04:26:00.000000000,0 days 07:43:00.000000000,0 days 21:06:00.000000000
2018-07-02,Nagaland,Longleng,,,,,,,,,,,
2018-07-02,Nagaland,Mokokchung,,,,,,,,,,,
2018-07-02,Nagaland,Mon,,,,,,,,,,,
2018-07-02,Nagaland,Peren,,,,,,,,,,,
2018-07-02,Nagaland,Phek,28.0,,18.4,,,87.0,93.0,0 days 18:08:00.000000000,0 days 04:26:00.000000000,0 days 07:43:00.000000000,0 days 21:06:00.000000000
2018-07-02,Nagaland,Tuensang,,,,,,,,,,,
2018-07-02,Nagaland,Wokha,,,,,,,,,,,
2018-07-02,Nagaland,Zunheboto,,,,,,,,,,,
2018-07-02,NCT of Delhi,West,36.8,-1.0,27.0,0.0,2.7000000000000006,62.0,51.0,0 days 19:23:00.000000000,0 days 05:28:00.000000000,0 days 09:42:00.000000000,0 days 22:19:00.000000000
2018-07-02,Odisha,Anugul,35.1,2.0,24.0,0.0,32.4,81.0,100.0,,,,
2018-07-02,Odisha,Balangir,35.5,0.0,22.0,-3.0,37.7,89.0,92.0,,,,
2018-07-02,Odisha,Baleshwar,35.0,2.0,24.5,-1.0,,68.0,63.0,,,,
2018-07-02,Odisha,Bargarh,33.3,1.0,24.0,-1.0,2.2,87.0,74.0,,,,
2018-07-02,Odisha,Bauda,,,22.5,1.0,,81.0,,,,,
2018-07-02,Odisha,Bhadrak,36.5,4.0,25.4,0.0,,70.0,73.0,,,,
2018-07-02,Odisha,Cuttack,,,24.0,0.0,32.4,81.0,,,,,
2018-07-02,Odisha,Debagarh,35.1,2.0,24.0,0.0,32.4,81.0,100.0,,,,
2018-07-02,Odisha,Dhenkanal,34.2,2.0,25.0,1.0,,83.0,100.0,,,,
2018-07-02,Odisha,Gajapati,31.7,0.0,26.6,0.0,,83.0,81.0,0 days 18:34:00.000000000,0 days 05:21:00.000000000,0 days 08:35:00.000000000,0 days 21:39:00.000000000
2018-07-02,Odisha,Ganjam,32.2,0.0,25.7,0.0,1.2,89.0,90.0,,,,
2018-07-02,Odisha,Jagatsinghapur,32.1,0.0,28.0,2.0,,91.0,79.0,,,,
2018-07-02,Odisha,Jajapur,36.5,4.0,25.4,0.0,,70.0,73.0,,,,
2018-07-02,Odisha,Jharsuguda,32.7,0.0,25.1,0.0,41.5,87.0,65.0,,,,
2018-07-02,Odisha,Kalahandi,35.6,4.0,25.0,1.0,1.2,71.0,89.0,,,,
2018-07-02,Odisha,Kandhamal,,,22.5,1.0,,81.0,,,,,
2018-07-02,Odisha,Kendrapara,36.5,4.0,25.4,0.0,,70.0,73.0,,,,
2018-07-02,Odisha,Kendujhar,33.4,2.0,22.2,-2.0,21.8,86.0,70.0,,,,
2018-07-02,Odisha,Khordha,33.2,0.0,25.0,0.0,7.4,88.0,94.0,,,,
2018-07-02,Odisha,Koraput,29.0,-4.0,19.0,-7.0,6.4,89.0,81.0,,,,
2018-07-02,Odisha,Malkangiri,30.5,0.0,21.4,-2.0,3.4,88.0,78.0,0 days 18:42:00.000000000,0 days 05:30:00.000000000,,0 days 21:47:00.000000000
2018-07-02,Odisha,Mayurbhanj,35.0,2.0,24.5,-1.0,,68.0,63.0,,,,
2018-07-02,Odisha,Nabarangapur,30.5,0.0,21.4,-2.0,3.4,88.0,78.0,0 days 18:42:00.000000000,0 days 05:30:00.000000000,,0 days 21:47:00.000000000
2018-07-02,Odisha,Nayagarh,,,22.5,1.0,,81.0,,,,,
2018-07-02,Odisha,Nuapada,35.5,0.0,22.0,-3.0,37.7,89.0,92.0,,,,
2018-07-02,Odisha,Puri,33.8,3.0,28.0,1.0,,85.0,70.0,,,,
2018-07-02,Odisha,Rayagada,35.6,4.0,25.0,1.0,1.2,71.0,89.0,,,,
2018-07-02,Odisha,Sambalpur,33.3,1.0,24.0,-1.0,2.2,87.0,74.0,,,,
2018-07-02,Odisha,Subarnapur,33.3,1.0,24.0,-1.0,2.2,87.0,74.0,,,,
2018-07-02,Odisha,Sundargarh,32.7,0.0,25.1,0.0,41.5,87.0,65.0,,,,
2018-07-02,Puducherry,Karaikal,35.0,-1.0,24.9,-2.0,,75.0,84.0,0 days 18:37:00.000000000,0 days 05:52:00.000000000,0 days 09:01:00.000000000,0 days 21:49:00.000000000
2018-07-02,Puducherry,Mahe,31.2,2.0,24.6,1.0,2.8,89.0,82.0,0 days 18:57:00.000000000,0 days 06:09:00.000000000,0 days 09:19:00.000000000,0 days 22:08:00.000000000
2018-07-02,Puducherry,Puducherry,33.6,-3.0,23.2,-4.0,15.0,90.0,70.0,0 days 18:39:00.000000000,0 days 05:57:00.000000000,0 days 09:00:00.000000000,0 days 21:50:00.000000000
2018-07-02,Puducherry,Yanam,30.8,-3.0,27.0,0.0,,84.0,76.0,0 days 18:39:00.000000000,0 days 05:31:00.000000000,0 days 08:44:00.000000000,0 days 21:45:00.000000000
2018-07-02,Punjab,Amritsar,36.3,0.0,28.6,3.0,,70.0,45.0,0 days 19:40:00.000000000,0 days 05:30:00.000000000,,0 days 21:53:00.000000000
2018-07-02,Punjab,Barnala,35.5,0.0,29.4,3.0,0.2,82.0,62.0,0 days 19:34:00.000000000,0 days 05:27:00.000000000,0 days 08:51:00.000000000,0 days 21:56:00.000000000
2018-07-02,Punjab,Bathinda,36.3,-2.0,26.1,-3.0,,74.0,58.0,0 days 19:36:00.000000000,0 days 05:33:00.000000000,0 days 08:56:00.000000000,0 days 22:31:00.000000000
2018-07-02,Punjab,Faridkot,35.0,,28.7,,,70.0,60.0,0 days 19:38:00.000000000,0 days 05:32:00.000000000,0 days 08:56:00.000000000,0 days 22:32:00.000000000
2018-07-02,Punjab,Fatehgarh Sahib,36.3,1.0,27.2,3.0,1.5,67.0,60.0,0 days 19:28:00.000000000,0 days 05:26:00.000000000,0 days 19:28:00.000000000,0 days 08:48:00.000000000
2018-07-02,Punjab,Fazilka,38.5,0.0,29.5,2.0,,59.0,53.0,0 days 19:40:00.000000000,0 days 05:40:00.000000000,0 days 08:10:00.000000000,0 days 21:58:00.000000000
2018-07-02,Punjab,Firozpur,35.0,,28.7,,,70.0,60.0,0 days 19:38:00.000000000,0 days 05:32:00.000000000,0 days 08:56:00.000000000,0 days 22:32:00.000000000
2018-07-02,Punjab,Gurdaspur,36.2,,28.0,,,78.0,66.0,0 days 19:41:00.000000000,0 days 05:22:00.000000000,0 days 08:48:00.000000000,0 days 22:32:00.000000000
2018-07-02,Punjab,Hoshiarpur,35.8,1.0,26.0,4.0,,79.0,69.0,0 days 19:32:00.000000000,0 days 05:26:00.000000000,0 days 08:48:00.000000000,0 days 22:26:00.000000000
2018-07-02,Punjab,Jalandhar,,,,,,,,,,,
2018-07-02,Punjab,Kapurthala,35.4,,28.9,,,76.0,60.0,0 days 19:40:00.000000000,0 days 05:26:00.000000000,0 days 08:51:00.000000000,0 days 22:32:00.000000000
2018-07-02,Punjab,Ludhiana,35.5,0.0,29.4,3.0,0.2,82.0,62.0,0 days 19:34:00.000000000,0 days 05:27:00.000000000,0 days 08:51:00.000000000,0 days 21:56:00.000000000
2018-07-02,Punjab,Mansa,36.7,,29.2,,,65.0,52.0,0 days 19:34:00.000000000,0 days 05:34:00.000000000,0 days 08:57:00.000000000,0 days 22:29:00.000000000
2018-07-02,Punjab,Moga,36.3,-2.0,26.1,-3.0,,74.0,58.0,0 days 19:36:00.000000000,0 days 05:33:00.000000000,0 days 08:56:00.000000000,0 days 22:31:00.000000000
2018-07-02,Punjab,Muktsar,36.3,-2.0,26.1,-3.0,,74.0,58.0,0 days 19:36:00.000000000,0 days 05:33:00.000000000,0 days 08:56:00.000000000,0 days 22:31:00.000000000
2018-07-02,Punjab,Pathankot,36.2,,28.0,,,78.0,66.0,0 days 19:41:00.000000000,0 days 05:22:00.000000000,0 days 08:48:00.000000000,0 days 22:32:00.000000000
2018-07-02,Punjab,Patiala,37.6,3.0,29.6,3.0,,83.0,58.0,0 days 19:29:00.000000000,0 days 05:25:00.000000000,0 days 08:48:00.000000000,0 days 22:24:00.000000000
2018-07-02,Punjab,Rupnagar,33.7,,26.4,,,72.0,68.0,0 days 19:32:00.000000000,0 days 05:24:00.000000000,0 days 08:48:00.000000000,0 days 22:26:00.000000000
2018-07-02,Punjab,Sahibzada Ajit Singh Nagar,36.3,1.0,27.2,3.0,1.5,67.0,60.0,0 days 19:28:00.000000000,0 days 05:26:00.000000000,0 days 19:28:00.000000000,0 days 08:48:00.000000000
2018-07-02,Punjab,Sangrur,37.6,3.0,29.6,3.0,,83.0,58.0,0 days 19:29:00.000000000,0 days 05:25:00.000000000,0 days 08:48:00.000000000,0 days 22:24:00.000000000
2018-07-02,Punjab,Shahid Bhagat Singh Nagar,33.7,,26.4,,,72.0,68.0,0 days 19:32:00.000000000,0 days 05:24:00.000000000,0 days 08:48:00.000000000,0 days 22:26:00.000000000
2018-07-02,Punjab,Tarn Taran,36.3,0.0,28.6,3.0,,70.0,45.0,0 days 19:40:00.000000000,0 days 05:30:00.000000000,,0 days 21:53:00.000000000
2018-07-02,Rajasthan,Ajmer,35.6,0.0,27.0,0.0,,67.0,43.0,0 days 19:29:00.000000000,0 days 05:43:00.000000000,0 days 09:03:00.000000000,0 days 22:27:00.000000000
2018-07-02,Rajasthan,Alwar,34.8,-2.0,,1.0,,60.0,54.0,0 days 19:24:00.000000000,0 days 05:34:00.000000000,,0 days 21:43:00.000000000
2018-07-02,Rajasthan,Banswara,,,,,,,,0 days 19:24:00.000000000,0 days 05:49:00.000000000,0 days 08:16:00.000000000,0 days 21:46:00.000000000
2018-07-02,Rajasthan,Baran,35.4,,26.2,,,67.0,47.0,,,,
2018-07-02,Rajasthan,Barmer,37.3,-2.0,27.7,1.0,,72.0,45.0,0 days 19:40:00.000000000,0 days 05:58:00.000000000,0 days 08:26:00.000000000,0 days 22:01:00.000000000
2018-07-02,Rajasthan,Bharatpur,37.5,,20.0,,27.5,100.0,59.0,0 days 19:20:00.000000000,0 days 05:30:00.000000000,,0 days 21:39:00.000000000
2018-07-02,Rajasthan,Bhilwara,34.8,-2.0,25.3,0.0,,72.0,56.0,0 days 19:27:00.000000000,,,0 days 21:48:00.000000000
2018-07-02,Rajasthan,Bikaner,37.5,-2.0,30.0,1.0,,61.0,45.0,0 days 19:38:00.000000000,0 days 05:45:00.000000000,0 days 08:14:00.000000000,0 days 21:57:00.000000000
2018-07-02,Rajasthan,Bundi,,,28.0,,,71.0,,0 days 19:22:00.000000000,0 days 05:40:00.000000000,0 days 08:08:00.000000000,0 days 21:43:00.000000000
2018-07-02,Rajasthan,Chittaurgarh,36.5,1.0,26.2,1.0,,75.0,47.0,0 days 19:26:00.000000000,0 days 05:47:00.000000000,0 days 08:15:00.000000000,0 days 21:47:00.000000000
2018-07-02,Rajasthan,Churu,38.5,0.0,27.5,0.0,,53.0,52.0,0 days 19:33:00.000000000,0 days 05:39:00.000000000,0 days 08:08:00.000000000,0 days 21:52:00.000000000
2018-07-02,Rajasthan,Dausa,,,25.0,-1.0,,81.0,,0 days 19:20:00.000000000,0 days 05:38:00.000000000,,0 days 21:41:00.000000000
2018-07-02,Rajasthan,Dhaulpur,,,,,,,,0 days 19:16:00.000000000,0 days 05:29:00.000000000,,0 days 21:36:00.000000000
2018-07-02,Rajasthan,Dungarpur,,,,,,,,0 days 19:24:00.000000000,0 days 05:49:00.000000000,0 days 08:16:00.000000000,0 days 21:46:00.000000000
2018-07-02,Rajasthan,Ganganagar,38.5,0.0,29.5,2.0,,59.0,53.0,0 days 19:40:00.000000000,0 days 05:40:00.000000000,0 days 08:10:00.000000000,0 days 21:58:00.000000000
2018-07-02,Rajasthan,Hanumangarh,,,,,,,,,0 days 15:31:00.000000000,0 days 18:23:00.000000000,
2018-07-02,Rajasthan,Jaipur,36.6,0.0,28.0,1.0,,67.0,55.0,0 days 19:25:00.000000000,0 days 05:38:00.000000000,0 days 08:57:00.000000000,0 days 22:23:00.000000000
2018-07-02,Rajasthan,Jaisalmer,37.7,-2.0,27.5,0.0,,68.0,49.0,0 days 19:45:00.000000000,0 days 05:58:00.000000000,0 days 08:27:00.000000000,0 days 22:06:00.000000000
2018-07-02,Rajasthan,Jalor,,,,,,,,0 days 19:33:00.000000000,0 days 05:51:00.000000000,,0 days 21:54:00.000000000
2018-07-02,Rajasthan,Jhalawar,,,,,,,,0 days 19:18:00.000000000,0 days 05:41:00.000000000,,0 days 22:18:00.000000000
2018-07-02,Rajasthan,Jhunjhunun,36.2,-2.0,26.5,0.0,1.6,64.0,79.0,0 days 19:29:00.000000000,,,0 days 21:48:00.000000000
2018-07-02,Rajasthan,Jodhpur,36.2,-2.0,29.4,1.0,,62.0,42.0,0 days 19:35:00.000000000,0 days 05:49:00.000000000,0 days 08:18:00.000000000,0 days 21:55:00.000000000
2018-07-02,Rajasthan,Karauli,,,25.0,-1.0,,81.0,,0 days 19:20:00.000000000,0 days 05:38:00.000000000,,0 days 21:41:00.000000000
2018-07-02,Rajasthan,Kota,35.6,0.0,27.2,-1.0,,67.0,49.0,0 days 19:22:00.000000000,0 days 05:42:00.000000000,0 days 08:09:00.000000000,0 days 21:43:00.000000000
2018-07-02,Rajasthan,Nagaur,,,,,,,,0 days 19:34:00.000000000,0 days 05:45:00.000000000,,0 days 22:32:00.000000000
2018-07-02,Rajasthan,Pali,,,25.0,0.0,,83.0,,0 days 19:32:00.000000000,,,0 days 21:53:00.000000000
2018-07-02,Rajasthan,Pratapgarh,,,,,,,,0 days 19:24:00.000000000,0 days 05:49:00.000000000,0 days 08:16:00.000000000,0 days 21:46:00.000000000
2018-07-02,Rajasthan,Rajsamand,33.5,0.0,26.3,1.0,,76.0,45.0,0 days 19:29:00.000000000,0 days 05:52:00.000000000,0 days 08:19:00.000000000,0 days 21:51:00.000000000
2018-07-02,Rajasthan,Sawai Madhopur,,,25.0,-1.0,,81.0,,0 days 19:20:00.000000000,0 days 05:38:00.000000000,,0 days 21:41:00.000000000
2018-07-02,Rajasthan,Sikar,34.7,-2.0,26.0,1.0,,63.0,58.0,0 days 19:29:00.000000000,,,0 days 21:49:00.000000000
2018-07-02,Rajasthan,Sirohi,,,19.0,1.0,,71.0,,0 days 19:32:00.000000000,0 days 05:55:00.000000000,0 days 09:13:00.000000000,0 days 22:33:00.000000000
2018-07-02,Rajasthan,Tonk,36.2,,27.7,,,71.0,50.0,0 days 19:23:00.000000000,,,0 days 21:44:00.000000000
2018-07-02,Rajasthan,Udaipur,33.5,0.0,26.3,1.0,,76.0,45.0,0 days 19:29:00.000000000,0 days 05:52:00.000000000,0 days 08:19:00.000000000,0 days 21:51:00.000000000
2018-07-02,Sikkim,East Sikkim,21.4,-1.0,18.0,1.0,27.5,96.0,96.0,0 days 18:34:00.000000000,0 days 04:44:00.000000000,0 days 07:12:00.000000000,0 days 20:53:00.000000000
2018-07-02,Sikkim,North Sikkim,,,7.0,,80.4,,,0 days 18:34:00.000000000,0 days 04:44:00.000000000,0 days 07:12:00.000000000,0 days 20:53:00.000000000
2018-07-02,Sikkim,South Sikkim,,,,,,,,0 days 18:34:00.000000000,0 days 04:44:00.000000000,0 days 07:12:00.000000000,0 days 20:53:00.000000000
2018-07-02,Sikkim,West Sikkim,,,,,,,,0 days 18:34:00.000000000,0 days 04:44:00.000000000,0 days 07:12:00.000000000,0 days 20:53:00.000000000
2018-07-02,Tamil Nadu,Ariyalur,37.6,1.0,25.0,-2.0,,77.0,53.0,0 days 18:41:00.000000000,0 days 05:57:00.000000000,0 days 09:06:00.000000000,0 days 21:53:00.000000000
2018-07-02,Tamil Nadu,Chennai,35.1,-1.0,26.6,0.0,,72.0,68.0,0 days 18:39:00.000000000,0 days 05:47:00.000000000,0 days 08:15:00.000000000,0 days 21:49:00.000000000
2018-07-02,Tamil Nadu,Coimbatore,32.8,1.0,23.6,2.0,,81.0,65.0,0 days 18:49:00.000000000,0 days 06:03:00.000000000,0 days 09:13:00.000000000,0 days 22:00:00.000000000
2018-07-02,Tamil Nadu,Cuddalore,33.6,-3.0,23.2,-4.0,15.0,90.0,70.0,0 days 18:39:00.000000000,0 days 05:57:00.000000000,0 days 09:00:00.000000000,0 days 21:50:00.000000000
2018-07-02,Tamil Nadu,Dharmapuri,35.6,2.0,22.6,-1.0,7.0,83.0,47.0,0 days 18:46:00.000000000,0 days 05:57:00.000000000,0 days 09:07:00.000000000,0 days 21:57:00.000000000
