Date,State,District,Maximum Temp(Celsius),Maximum Temp Departure from Normal(Celsius),Minimum Temp(Celsius),Minimum Temp Departure from Normal(Celsius),24 Hours Rainfall (mm),Relative Humidity at 0830 hrs (%),Relative Humidity at 1730 hrs (%),Todays Sunset (IST),Tommorows Sunrise (IST),Moonset (IST),Moonrise (IST)
2018-06-26,Haryana,Ambala,41.2,5.0,22.5,-3.0,27.9,85.0,35.0,0 days 19:29:00.000000000,0 days 05:23:00.000000000,0 days 03:57:00.000000000,0 days 17:54:00.000000000
2018-06-26,Haryana,Bhiwani,42.7,,28.8,,,68.0,62.0,0 days 19:27:00.000000000,0 days 05:29:00.000000000,0 days 04:02:00.000000000,0 days 17:53:00.000000000
2018-06-26,Haryana,Faridabad,42.7,,30.7,,,70.0,40.0,0 days 19:22:00.000000000,0 days 05:26:00.000000000,0 days 03:59:00.000000000,0 days 17:48:00.000000000
2018-06-26,Haryana,Fatehabad,38.5,4.0,27.9,2.0,,67.0,52.0,0 days 18:54:00.000000000,0 days 05:05:00.000000000,0 days 04:18:00.000000000,0 days 18:11:00.000000000
2018-06-26,Haryana,Gurgaon,42.7,,30.7,,,70.0,40.0,0 days 19:23:00.000000000,0 days 05:27:00.000000000,0 days 03:59:00.000000000,0 days 17:49:00.000000000
2018-06-26,Haryana,Hisar,43.7,4.0,28.0,0.0,,58.0,34.0,0 days 19:30:00.000000000,0 days 05:30:00.000000000,0 days 04:04:00.000000000,0 days 17:56:00.000000000
2018-06-26,Haryana,Jhajjar,42.5,4.0,28.5,1.0,,58.0,31.0,0 days 19:26:00.000000000,0 days 05:27:00.000000000,0 days 04:00:00.000000000,0 days 17:51:00.000000000
2018-06-26,Haryana,Jind,42.5,4.0,28.5,1.0,,58.0,31.0,0 days 19:26:00.000000000,0 days 05:27:00.000000000,0 days 04:00:00.000000000,0 days 17:51:00.000000000
2018-06-26,Haryana,Kaithal,41.4,4.0,24.0,-3.0,35.3,92.0,33.0,0 days 19:29:00.000000000,0 days 05:23:00.000000000,0 days 03:57:00.000000000,0 days 17:54:00.000000000
2018-06-26,Haryana,Karnal,40.0,4.0,24.0,-2.0,35.0,77.0,34.0,0 days 19:26:00.000000000,0 days 05:24:00.000000000,0 days 03:57:00.000000000,0 days 17:51:00.000000000
2018-06-26,Haryana,Kurukshetra,40.0,,24.0,,,85.0,34.0,0 days 19:27:00.000000000,0 days 05:24:00.000000000,0 days 03:57:00.000000000,0 days 17:52:00.000000000
2018-06-26,Haryana,Mahendragarh,41.0,1.0,25.5,0.0,,74.0,55.0,0 days 19:26:00.000000000,0 days 05:31:00.000000000,0 days 03:59:00.000000000,0 days 17:49:00.000000000
2018-06-26,Haryana,Mewat,42.7,,30.7,,,70.0,40.0,0 days 19:23:00.000000000,0 days 05:27:00.000000000,0 days 03:59:00.000000000,0 days 17:49:00.000000000
2018-06-26,Haryana,Palwal,42.7,,30.7,,,70.0,40.0,0 days 19:22:00.000000000,0 days 05:26:00.000000000,0 days 03:59:00.000000000,0 days 17:48:00.000000000
2018-06-26,Haryana,Panchkula,39.8,3.0,25.3,1.0,1.4,81.0,32.0,0 days 19:28:00.000000000,0 days 05:23:00.000000000,0 days 03:56:00.000000000,0 days 17:52:00.000000000
2018-06-26,Haryana,Panipat,40.0,4.0,24.0,-2.0,35.0,77.0,34.0,0 days 19:26:00.000000000,0 days 05:24:00.000000000,0 days 03:57:00.000000000,0 days 17:51:00.000000000
2018-06-26,Haryana,Rewari,41.0,1.0,25.5,0.0,,74.0,55.0,0 days 19:26:00.000000000,0 days 05:31:00.000000000,0 days 03:59:00.000000000,0 days 17:49:00.000000000
2018-06-26,Haryana,Rohtak,42.5,4.0,28.5,1.0,,58.0,31.0,0 days 19:26:00.000000000,0 days 05:27:00.000000000,0 days 04:00:00.000000000,0 days 17:51:00.000000000
2018-06-26,Haryana,Sirsa,42.1,,28.6,,,58.0,34.0,0 days 19:33:00.000000000,0 days 05:32:00.000000000,0 days 04:05:00.000000000,0 days 17:59:00.000000000
2018-06-26,Haryana,Sonipat,42.1,5.0,29.8,2.0,,,,0 days 19:23:00.000000000,0 days 05:25:00.000000000,0 days 04:40:00.000000000,0 days 17:48:00.000000000
2018-06-26,Haryana,Yamunanagar,34.7,3.0,18.1,-5.0,1.0,70.0,,0 days 19:34:00.000000000,0 days 05:20:00.000000000,0 days 03:54:00.000000000,0 days 17:54:00.000000000
2018-06-26,Himachal Pradesh,Bilaspur,39.05,4.0,24.5,0.5,14.5,70.0,44.0,0 days 19:10:30.000000000,0 days 05:21:30.000000000,0 days 03:52:00.000000000,0 days 17:36:00.000000000
2018-06-26,Himachal Pradesh,Chamba,37.4,-1.0,17.3,-5.0,26.0,98.0,31.0,0 days 19:30:00.000000000,0 days 05:27:00.000000000,0 days 03:59:00.000000000,0 days 17:59:00.000000000
2018-06-26,Himachal Pradesh,Hamirpur,37.5,1.0,24.7,2.0,,69.0,35.0,0 days 19:33:00.000000000,0 days 05:24:00.000000000,0 days 03:57:00.000000000,0 days 17:57:00.000000000
2018-06-26,Himachal Pradesh,Kangra,32.4,2.0,21.8,1.0,,53.0,51.0,0 days 19:29:00.000000000,0 days 05:25:00.000000000,0 days 03:57:00.000000000,0 days 17:57:00.000000000
2018-06-26,Himachal Pradesh,Kinnaur,26.0,3.0,12.0,0.0,0.2,63.0,33.0,0 days 19:24:00.000000000,0 days 05:16:00.000000000,0 days 03:48:00.000000000,0 days 17:48:00.000000000
2018-06-26,Himachal Pradesh,Kullu,36.2,3.0,20.6,1.0,,52.0,49.0,0 days 19:27:00.000000000,0 days 05:21:00.000000000,0 days 03:53:00.000000000,0 days 17:51:00.000000000
2018-06-26,Himachal Pradesh,Lahul & Spiti,23.1,-3.0,10.1,-1.0,,79.0,26.0,0 days 19:27:00.000000000,0 days 05:23:00.000000000,0 days 03:55:00.000000000,0 days 17:51:00.000000000
2018-06-26,Himachal Pradesh,Mandi,36.4,3.0,22.5,1.0,,73.0,41.0,0 days 19:31:00.000000000,0 days 05:22:00.000000000,0 days 03:55:00.000000000,0 days 17:55:00.000000000
2018-06-26,Himachal Pradesh,Shimla,27.1,4.0,18.7,-2.0,,70.0,50.0,0 days 19:29:00.000000000,0 days 05:20:00.000000000,0 days 03:53:00.000000000,0 days 17:53:00.000000000
2018-06-26,Himachal Pradesh,Sirmaur,34.7,3.0,18.1,-5.0,1.0,70.0,,0 days 19:34:00.000000000,0 days 05:20:00.000000000,0 days 03:54:00.000000000,0 days 17:54:00.000000000
2018-06-26,Himachal Pradesh,Solan,32.5,1.0,21.6,1.0,,74.0,40.0,0 days 19:29:00.000000000,0 days 05:21:00.000000000,0 days 03:54:00.000000000,0 days 17:54:00.000000000
2018-06-26,Himachal Pradesh,Una,41.4,4.0,25.7,4.0,2.2,72.0,44.0,0 days 19:32:00.000000000,0 days 05:24:00.000000000,0 days 03:56:00.000000000,0 days 17:56:00.000000000
2018-06-26,Jammu and Kashmir,Anantnag,25.5,-1.0,11.1,-2.0,,60.5,28.0,0 days 19:39:00.000000000,0 days 05:16:00.000000000,0 days 04:34:00.000000000,0 days 18:02:30.000000000
2018-06-26,Jammu and Kashmir,Badgam,30.9,0.0,16.5,-1.0,,61.0,33.0,0 days 19:47:00.000000000,0 days 05:23:00.000000000,0 days 04:41:00.000000000,0 days 18:10:00.000000000
2018-06-26,Jammu and Kashmir,Bandipore,30.9,0.0,16.5,-1.0,,61.0,33.0,0 days 19:47:00.000000000,0 days 05:23:00.000000000,0 days 04:41:00.000000000,0 days 18:10:00.000000000
2018-06-26,Jammu and Kashmir,Baramulla,18.2,-2.0,9.4,-2.0,0.8,73.0,55.0,0 days 19:48:00.000000000,0 days 05:24:00.000000000,0 days 04:42:00.000000000,0 days 18:11:00.000000000
2018-06-26,Jammu and Kashmir,Doda,30.7,2.0,16.0,-2.0,15.0,50.0,74.0,0 days 19:42:00.000000000,0 days 05:22:00.000000000,0 days 04:41:00.000000000,0 days 18:05:00.000000000
2018-06-26,Jammu and Kashmir,Ganderbal,30.9,0.0,16.5,-1.0,,61.0,33.0,0 days 19:47:00.000000000,0 days 05:23:00.000000000,0 days 04:41:00.000000000,0 days 18:10:00.000000000
2018-06-26,Jammu and Kashmir,Jammu,41.5,4.0,28.8,2.0,,27.0,17.0,0 days 19:43:00.000000000,0 days 05:27:00.000000000,0 days 04:45:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Kargil,25.5,-1.0,9.7,-1.0,3.6,69.0,71.0,0 days 19:44:00.000000000,0 days 05:20:00.000000000,0 days 04:38:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Kathua,29.0,-3.0,13.5,-3.0,,71.0,62.0,0 days 19:40:00.000000000,0 days 05:23:00.000000000,0 days 04:41:00.000000000,0 days 18:56:00.000000000
2018-06-26,Jammu and Kashmir,Kishtwar,25.5,-1.0,9.7,-1.0,3.6,69.0,71.0,0 days 19:44:00.000000000,0 days 05:20:00.000000000,0 days 04:38:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Kulgam,27.2,-2.0,12.8,-3.0,,55.0,36.0,0 days 19:43:00.000000000,0 days 05:22:00.000000000,0 days 04:41:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Kupwara,31.1,1.0,14.2,-1.0,,70.0,46.0,0 days 19:49:00.000000000,0 days 05:23:00.000000000,0 days 04:42:00.000000000,0 days 18:12:00.000000000
2018-06-26,Jammu and Kashmir,Leh (Ladakh),24.4,,9.0,,,65.0,24.0,0 days 19:36:00.000000000,0 days 05:11:00.000000000,0 days 04:29:00.000000000,0 days 17:59:00.000000000
2018-06-26,Jammu and Kashmir,Poonch,18.2,-2.0,9.4,-2.0,0.8,73.0,55.0,0 days 19:48:00.000000000,0 days 05:24:00.000000000,0 days 04:42:00.000000000,0 days 18:11:00.000000000
2018-06-26,Jammu and Kashmir,Pulwama,25.5,-1.0,9.7,-1.0,3.6,69.0,71.0,0 days 19:44:00.000000000,0 days 05:20:00.000000000,0 days 04:38:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Rajouri,37.2,3.0,24.0,1.0,,45.0,28.0,0 days 19:43:00.000000000,0 days 05:26:00.000000000,0 days 04:44:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Ramban,30.6,1.0,13.2,-3.0,,60.0,36.0,0 days 19:43:00.000000000,0 days 05:22:00.000000000,0 days 04:40:00.000000000,0 days 18:06:00.000000000
2018-06-26,Jammu and Kashmir,Reasi,37.2,3.0,24.0,1.0,,45.0,28.0,0 days 19:43:00.000000000,0 days 05:26:00.000000000,0 days 04:44:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Samba,41.5,4.0,28.8,2.0,,27.0,17.0,0 days 19:43:00.000000000,0 days 05:27:00.000000000,0 days 04:45:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jammu and Kashmir,Shupiyan,30.9,0.0,16.5,-1.0,,61.0,33.0,0 days 19:47:00.000000000,0 days 05:23:00.000000000,0 days 04:41:00.000000000,0 days 18:10:00.000000000
2018-06-26,Jammu and Kashmir,Srinagar,30.9,0.0,16.5,-1.0,,61.0,33.0,0 days 19:47:00.000000000,0 days 05:23:00.000000000,0 days 04:41:00.000000000,0 days 18:10:00.000000000
2018-06-26,Jammu and Kashmir,Udhampur,37.2,3.0,24.0,1.0,,45.0,28.0,0 days 19:43:00.000000000,0 days 05:26:00.000000000,0 days 04:44:00.000000000,0 days 18:07:00.000000000
2018-06-26,Jharkhand,Bokaro,34.5,-1.0,23.6,1.0,11.0,92.0,83.0,0 days 18:37:00.000000000,0 days 05:01:00.000000000,0 days 04:13:00.000000000,0 days 17:03:00.000000000
2018-06-26,Jharkhand,Chatra,40.6,5.0,25.0,-1.0,20.2,80.0,89.0,0 days 18:43:00.000000000,0 days 05:03:00.000000000,0 days 04:16:00.000000000,0 days 17:09:00.000000000
2018-06-26,Jharkhand,Deoghar,,,,,,,,0 days 18:35:00.000000000,0 days 04:57:00.000000000,0 days 04:09:00.000000000,0 days 17:01:00.000000000
2018-06-26,Jharkhand,Dhanbad,34.5,-1.0,23.6,1.0,11.0,92.0,83.0,0 days 18:37:00.000000000,0 days 05:01:00.000000000,0 days 04:13:00.000000000,0 days 17:03:00.000000000
2018-06-26,Jharkhand,Dumka,29.4,-4.0,24.7,0.0,,,,0 days 18:33:00.000000000,0 days 04:55:00.000000000,0 days 04:07:00.000000000,0 days 16:59:00.000000000
2018-06-26,Jharkhand,Garhwa,38.6,4.0,23.5,-3.0,12.3,87.0,98.0,0 days 18:45:00.000000000,0 days 05:08:00.000000000,0 days 04:20:00.000000000,0 days 17:11:00.000000000
2018-06-26,Jharkhand,Giridih,31.7,1.0,24.5,1.0,2.0,,,0 days 18:36:00.000000000,0 days 04:59:00.000000000,0 days 04:11:00.000000000,0 days 17:02:00.000000000
2018-06-26,Jharkhand,Godda,29.4,-4.0,24.7,0.0,,,,0 days 18:33:00.000000000,0 days 04:55:00.000000000,0 days 04:07:00.000000000,0 days 16:59:00.000000000
2018-06-26,Jharkhand,Gumla,34.0,3.0,21.5,-1.0,17.4,97.0,95.0,0 days 18:38:00.000000000,0 days 05:06:00.000000000,0 days 04:17:00.000000000,0 days 17:05:00.000000000
2018-06-26,Jharkhand,Hazaribagh,34.5,-1.0,23.6,1.0,11.0,92.0,83.0,0 days 18:37:00.000000000,0 days 05:01:00.000000000,0 days 04:13:00.000000000,0 days 17:03:00.000000000
2018-06-26,Jharkhand,Jamtara,28.8,,24.0,,20.2,87.0,83.0,0 days 18:33:00.000000000,0 days 04:57:00.000000000,0 days 03:26:00.000000000,0 days 16:59:00.000000000
2018-06-26,Jharkhand,Khunti,34.0,3.0,21.5,-1.0,17.4,97.0,95.0,0 days 18:38:00.000000000,0 days 05:06:00.000000000,0 days 04:17:00.000000000,0 days 17:05:00.000000000
2018-06-26,Jharkhand,Kodarma,,,,,,,,,,,
2018-06-26,Jharkhand,Latehar,38.6,4.0,23.5,-3.0,12.3,87.0,98.0,0 days 18:45:00.000000000,0 days 05:08:00.000000000,0 days 04:20:00.000000000,0 days 17:11:00.000000000
2018-06-26,Jharkhand,Lohardaga,34.0,3.0,21.5,-1.0,17.4,97.0,95.0,0 days 18:38:00.000000000,0 days 05:06:00.000000000,0 days 04:17:00.000000000,0 days 17:05:00.000000000
2018-06-26,Jharkhand,Pakur,29.4,-4.0,24.7,0.0,,,,0 days 18:33:00.000000000,0 days 04:55:00.000000000,0 days 04:07:00.000000000,0 days 16:59:00.000000000
2018-06-26,Jharkhand,Palamu,38.6,4.0,23.5,-3.0,12.3,87.0,98.0,0 days 18:45:00.000000000,0 days 05:08:00.000000000,0 days 04:20:00.000000000,0 days 17:11:00.000000000
2018-06-26,Jharkhand,Pashchimi Singhbhum,32.8,1.0,21.6,-3.0,34.1,90.0,67.0,0 days 18:35:00.000000000,0 days 05:04:00.000000000,0 days 04:16:00.000000000,0 days 17:02:00.000000000
2018-06-26,Jharkhand,Purbi Singhbhum,30.9,-2.0,23.9,-1.0,23.0,96.0,86.0,0 days 18:33:00.000000000,0 days 05:03:00.000000000,0 days 04:15:00.000000000,0 days 17:00:00.000000000
2018-06-26,Jharkhand,Ramgarh,34.0,3.0,21.5,-1.0,17.4,97.0,95.0,0 days 18:38:00.000000000,0 days 05:06:00.000000000,0 days 04:17:00.000000000,0 days 17:05:00.000000000
2018-06-26,Jharkhand,Ranchi,34.0,3.0,21.5,-1.0,17.4,97.0,95.0,0 days 18:38:00.000000000,0 days 05:06:00.000000000,0 days 04:17:00.000000000,0 days 17:05:00.000000000
2018-06-26,Jharkhand,Sahibganj,31.8,-2.0,26.2,0.0,18.2,85.0,76.0,0 days 18:31:00.000000000,0 days 04:50:00.000000000,0 days 03:19:00.000000000,0 days 16:56:00.000000000
2018-06-26,Jharkhand,Saraikela-kharsawan,30.9,-2.0,23.9,-1.0,23.0,96.0,86.0,0 days 18:33:00.000000000,0 days 05:03:00.000000000,0 days 04:15:00.000000000,0 days 17:00:00.000000000
2018-06-26,Jharkhand,Simdega,37.7,5.0,25.6,1.0,8.4,87.0,52.0,,,,
2018-06-26,Karnataka,Bagalkot,31.2,-1.0,21.5,-1.0,0.6,80.0,,0 days 19:04:00.000000000,0 days 05:56:00.000000000,0 days 05:07:00.000000000,0 days 18:25:00.000000000
2018-06-26,Karnataka,Bangalore Rural,28.1,-1.0,20.2,0.0,,84.0,59.0,0 days 18:49:00.000000000,0 days 05:56:00.000000000,0 days 05:06:00.000000000,0 days 18:11:00.000000000
2018-06-26,Karnataka,Bangalore,28.1,-1.0,20.2,0.0,,84.0,59.0,0 days 18:49:00.000000000,0 days 05:56:00.000000000,0 days 05:06:00.000000000,0 days 18:11:00.000000000
2018-06-26,Karnataka,Belgaum,26.3,-1.0,20.9,0.0,4.7,90.0,90.0,0 days 19:06:00.000000000,0 days 06:03:00.000000000,0 days 05:14:00.000000000,0 days 18:27:00.000000000
2018-06-26,Karnataka,Bellary,35.0,1.0,24.0,1.0,,80.0,80.0,0 days 18:56:00.000000000,0 days 05:55:00.000000000,0 days 05:05:00.000000000,0 days 18:17:00.000000000
2018-06-26,Karnataka,Bidar,32.4,,19.8,,2.0,92.0,75.0,,,,
2018-06-26,Karnataka,Bijapur,31.2,-1.0,21.5,-1.0,0.6,80.0,,0 days 19:04:00.000000000,0 days 05:56:00.000000000,0 days 05:07:00.000000000,0 days 18:25:00.000000000
2018-06-26,Karnataka,Chamrajnagar,22.5,0.0,15.7,1.0,1.8,72.0,90.0,0 days 18:50:00.000000000,0 days 06:01:00.000000000,0 days 04:25:00.000000000,0 days 07:22:00.000000000
2018-06-26,Karnataka,Chikballapura,28.1,-1.0,20.2,0.0,,84.0,59.0,0 days 18:49:00.000000000,0 days 05:56:00.000000000,0 days 05:06:00.000000000,0 days 18:11:00.000000000
2018-06-26,Karnataka,Chikmagalur,22.0,-2.0,15.4,-3.0,73.4,100.0,100.0,0 days 19:00:00.000000000,0 days 06:05:00.000000000,0 days 05:15:00.000000000,0 days 18:22:00.000000000
2018-06-26,Karnataka,Chitradurga,27.8,-1.0,,,,85.0,70.0,0 days 18:56:00.000000000,0 days 05:58:00.000000000,0 days 05:08:00.000000000,0 days 18:17:00.000000000
2018-06-26,Karnataka,Dakshina Kannada,28.5,0.0,21.5,-3.0,65.5,95.0,98.0,0 days 19:00:00.000000000,0 days 06:07:00.000000000,0 days 05:17:00.000000000,0 days 18:22:00.000000000
2018-06-26,Karnataka,Davanagere,27.8,-1.0,,,,85.0,70.0,0 days 18:56:00.000000000,0 days 05:58:00.000000000,0 days 05:08:00.000000000,0 days 18:17:00.000000000
2018-06-26,Karnataka,Dharwad,29.2,0.0,21.8,1.0,0.7,90.0,85.0,0 days 19:02:00.000000000,0 days 05:59:00.000000000,0 days 05:10:00.000000000,0 days 18:23:00.000000000
2018-06-26,Karnataka,Gadag,29.2,0.0,21.8,1.0,0.7,90.0,85.0,0 days 19:02:00.000000000,0 days 05:59:00.000000000,0 days 05:10:00.000000000,0 days 18:23:00.000000000
2018-06-26,Karnataka,Gulbarga,33.2,-1.0,22.2,-1.0,,80.0,45.0,0 days 19:00:00.000000000,0 days 05:51:00.000000000,0 days 05:02:00.000000000,0 days 18:21:00.000000000
2018-06-26,Karnataka,Hassan,30.6,5.0,18.4,0.0,,85.0,,0 days 18:54:00.000000000,0 days 06:01:00.000000000,0 days 05:25:00.000000000,0 days 18:16:00.000000000
2018-06-26,Karnataka,Haveri,29.2,0.0,21.8,1.0,0.7,90.0,85.0,0 days 19:02:00.000000000,0 days 05:59:00.000000000,0 days 05:10:00.000000000,0 days 18:23:00.000000000
2018-06-26,Karnataka,Kodagu,22.1,-1.0,16.8,0.0,6.4,100.0,100.0,0 days 18:55:00.000000000,0 days 06:04:00.000000000,0 days 05:14:00.000000000,0 days 18:17:00.000000000
2018-06-26,Karnataka,Kolar,28.1,-1.0,20.2,0.0,,84.0,59.0,0 days 18:49:00.000000000,0 days 05:56:00.000000000,0 days 05:06:00.000000000,0 days 18:11:00.000000000
2018-06-26,Karnataka,Koppal,29.2,0.0,21.8,1.0,0.7,90.0,85.0,0 days 19:02:00.000000000,0 days 05:59:00.000000000,0 days 05:10:00.000000000,0 days 18:23:00.000000000
2018-06-26,Karnataka,Mandya,30.6,1.0,20.2,0.0,0.1,80.0,65.0,0 days 18:51:00.000000000,0 days 06:00:00.000000000,0 days 05:10:00.000000000,0 days 18:13:00.000000000
2018-06-26,Karnataka,Mysore,29.9,1.0,18.2,-2.0,,80.0,70.0,0 days 18:51:00.000000000,0 days 06:01:00.000000000,0 days 05:11:00.000000000,0 days 18:13:00.000000000
2018-06-26,Karnataka,Raichur,35.0,1.0,24.0,1.0,,80.0,80.0,0 days 18:56:00.000000000,0 days 05:55:00.000000000,0 days 05:05:00.000000000,0 days 18:17:00.000000000
2018-06-26,Karnataka,Ramanagara,28.1,-1.0,20.2,0.0,,84.0,59.0,0 days 18:49:00.000000000,0 days 05:56:00.000000000,0 days 05:06:00.000000000,0 days 18:11:00.000000000
2018-06-26,Karnataka,Shimoga,22.0,-2.0,15.4,-3.0,73.4,100.0,100.0,0 days 19:00:00.000000000,0 days 06:05:00.000000000,0 days 05:15:00.000000000,0 days 18:22:00.000000000
2018-06-26,Karnataka,Tumkur,30.6,1.0,20.2,0.0,0.1,80.0,65.0,0 days 18:51:00.000000000,0 days 06:00:00.000000000,0 days 05:10:00.000000000,0 days 18:13:00.000000000
2018-06-26,Karnataka,Udupi,22.0,-2.0,15.4,-3.0,73.4,100.0,100.0,0 days 19:00:00.000000000,0 days 06:05:00.000000000,0 days 05:15:00.000000000,0 days 18:22:00.000000000
2018-06-26,Karnataka,Uttara Kannada,30.75,-1.0,22.549999999999997,-1.0,101.0,90.0,67.5,0 days 19:02:00.000000000,0 days 05:58:30.000000000,0 days 05:09:30.000000000,0 days 18:23:30.000000000
2018-06-26,Karnataka,Yadgir,33.2,-1.0,22.2,-1.0,,80.0,45.0,0 days 19:00:00.000000000,0 days 05:51:00.000000000,0 days 05:02:00.000000000,0 days 18:21:00.000000000
2018-06-26,Kerala,Alappuzha,31.0,1.0,23.5,0.0,32.6,95.0,87.0,0 days 18:47:00.000000000,0 days 06:07:00.000000000,0 days 04:29:00.000000000,0 days 17:21:00.000000000
2018-06-26,Kerala,Ernakulam,29.6,0.0,22.6,-1.0,33.8,80.0,91.0,0 days 18:49:00.000000000,0 days 06:07:00.000000000,0 days 04:29:00.000000000,0 days 17:22:00.000000000
2018-06-26,Kerala,Idukki,19.0,0.0,12.0,0.0,,64.0,90.0,0 days 18:44:00.000000000,0 days 06:01:00.000000000,0 days 04:23:00.000000000,0 days 17:17:00.000000000
2018-06-26,Kerala,Kannur,29.7,0.0,22.3,-1.0,45.8,96.0,96.0,0 days 18:56:00.000000000,0 days 06:07:00.000000000,0 days 04:30:00.000000000,0 days 17:29:00.000000000
2018-06-26,Kerala,Kasaragod,28.5,0.0,21.5,-3.0,65.5,95.0,98.0,0 days 19:00:00.000000000,0 days 06:07:00.000000000,0 days 05:17:00.000000000,0 days 18:22:00.000000000
2018-06-26,Kerala,Kollam,30.4,-1.0,23.5,1.0,8.6,95.0,98.0,0 days 18:44:00.000000000,0 days 06:06:00.000000000,0 days 04:28:00.000000000,0 days 17:18:00.000000000
2018-06-26,Kerala,Kottayam,30.3,0.0,21.5,-1.0,27.6,91.0,83.0,0 days 18:47:00.000000000,0 days 06:06:00.000000000,0 days 04:28:00.000000000,0 days 17:20:00.000000000
2018-06-26,Kerala,Kozhikode,30.2,1.0,22.6,-2.0,29.3,93.0,97.0,0 days 18:53:00.000000000,0 days 06:06:00.000000000,0 days 04:29:00.000000000,0 days 17:26:00.000000000
2018-06-26,Kerala,Malappuram,30.2,1.0,22.6,-2.0,29.3,93.0,97.0,0 days 18:53:00.000000000,0 days 06:06:00.000000000,0 days 04:29:00.000000000,0 days 17:26:00.000000000
2018-06-26,Kerala,Palakkad,22.5,0.0,15.7,1.0,1.8,72.0,90.0,0 days 18:50:00.000000000,0 days 06:01:00.000000000,0 days 04:25:00.000000000,0 days 07:22:00.000000000
2018-06-26,Kerala,Pathanamthitta,30.4,-1.0,23.5,1.0,8.6,95.0,98.0,0 days 18:44:00.000000000,0 days 06:06:00.000000000,0 days 04:28:00.000000000,0 days 17:18:00.000000000
2018-06-26,Kerala,Thiruvananthapuram,30.4,0.0,24.0,0.0,4.7,92.0,87.0,0 days 18:43:00.000000000,0 days 06:07:00.000000000,0 days 04:28:00.000000000,0 days 17:17:00.000000000
2018-06-26,Kerala,Thrissur,29.6,0.0,22.6,-1.0,33.8,80.0,91.0,0 days 18:49:00.000000000,0 days 06:07:00.000000000,0 days 04:29:00.000000000,0 days 17:22:00.000000000
2018-06-26,Kerala,Wayanad,30.2,1.0,22.6,-2.0,29.3,93.0,97.0,0 days 18:53:00.000000000,0 days 06:06:00.000000000,0 days 04:29:00.000000000,0 days 17:26:00.000000000
2018-06-26,Lakshadweep,Lakshadweep,31.8,1.0,27.600000000000005,1.0,1.3999999999999997,85.0,78.0,0 days 19:06:00.000000000,0 days 06:20:00.000000000,0 days 04:44:00.000000000,0 days 17:39:00.000000000
2018-06-26,Madhya Pradesh,Agar Malwa,,,,,,,,0 days 19:18:00.000000000,0 days 05:39:00.000000000,0 days 04:08:00.000000000,0 days 17:45:00.000000000
2018-06-26,Madhya Pradesh,Alirajpur,,,22.0,,14.2,95.0,,,,,
2018-06-26,Madhya Pradesh,Anuppur,34.6,3.0,24.7,1.0,,77.0,55.0,0 days 18:52:00.000000000,0 days 05:22:00.000000000,0 days 03:50:00.000000000,0 days 17:19:00.000000000
2018-06-26,Madhya Pradesh,Ashoknagar,39.4,,25.7,,2.8,77.0,74.0,,,,
2018-06-26,Madhya Pradesh,Balaghat,36.4,3.0,28.0,3.0,,63.0,56.0,,,,
2018-06-26,Madhya Pradesh,Barwani,33.4,-2.0,25.0,0.0,2.0,82.0,70.0,,,,
2018-06-26,Madhya Pradesh,Betul,32.7,,21.0,,,92.0,55.0,,,,
2018-06-26,Madhya Pradesh,Bhind,43.0,5.0,24.0,-4.0,3.6,70.0,36.0,0 days 19:13:00.000000000,0 days 05:27:00.000000000,0 days 03:57:00.000000000,0 days 14:40:00.000000000
2018-06-26,Madhya Pradesh,Bhopal,35.5,2.0,24.6,1.0,0.2,77.0,67.0,0 days 19:11:00.000000000,0 days 05:37:00.000000000,0 days 04:50:00.000000000,0 days 18:29:00.000000000
2018-06-26,Madhya Pradesh,Burhanpur,35.5,,23.0,,,83.0,48.0,,,,
2018-06-26,Madhya Pradesh,Chhatarpur,43.6,7.0,27.0,0.0,4.0,51.0,56.0,,,,
2018-06-26,Madhya Pradesh,Chhindwara,,,17.0,-4.0,,100.0,,,,,
2018-06-26,Madhya Pradesh,Damoh,37.2,,23.0,,,79.0,53.0,,,,
2018-06-26,Madhya Pradesh,Datia,41.2,3.0,27.0,1.0,1.0,66.0,53.0,0 days 19:10:00.000000000,0 days 05:27:00.000000000,0 days 04:41:00.000000000,0 days 18:28:00.000000000
2018-06-26,Madhya Pradesh,Dewas,35.5,,24.0,,,87.0,63.0,,,,
2018-06-26,Madhya Pradesh,Dhar,,,22.0,,14.2,95.0,,,,,
2018-06-26,Madhya Pradesh,Dindori,34.6,3.0,24.7,1.0,,77.0,55.0,0 days 18:52:00.000000000,0 days 05:22:00.000000000,0 days 03:50:00.000000000,0 days 17:19:00.000000000
2018-06-26,Madhya Pradesh,East Nimar,35.5,,23.0,,,83.0,48.0,,,,
2018-06-26,Madhya Pradesh,Guna,39.4,,25.7,,2.8,77.0,74.0,,,,
